class,cap-shape,cap-surface,cap-color,odor,population,habitat
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,gray,foul,several,paths
edible,convex,smooth,pink,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,smooth,pink,creosote,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,grasses
edible,flat,fibrous,red,none,soletary,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
edible,flat,scaly,brown,none,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
edible,flat,fibrous,gray,none,soletary,woods
poisonous,convex,smooth,gray,foul,scattered,grasses
poisonous,convex,scaly,brown,foul,several,paths
poisonous,flat,smooth,gray,foul,several,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,several,grasses
poisonous,flat,scaly,gray,foul,several,woods
edible,flat,scaly,red,none,clustered,waster
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
edible,flat,scaly,brown,none,clustered,waster
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,knobbed,fibrous,brown,none,several,woods
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,brown,spicy,several,paths
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,smooth,white,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,grasses
edible,convex,scaly,red,none,clustered,waster
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,bell,fibrous,yellow,none,several,woods
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,convex,smooth,gray,foul,scattered,urban
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
edible,knobbed,scaly,red,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,paths
edible,knobbed,scaly,brown,none,several,leaves
poisonous,convex,smooth,white,creosote,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,bell,smooth,buff,none,several,grasses
poisonous,convex,smooth,white,foul,several,grasses
edible,flat,scaly,red,none,soletary,woods
poisonous,bell,smooth,white,none,several,meadows
edible,flat,scaly,pink,none,clustered,waster
poisonous,convex,smooth,white,foul,several,grasses
edible,knobbed,scaly,brown,none,clustered,waster
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,smooth,buff,foul,several,urban
poisonous,flat,scaly,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,paths
edible,knobbed,smooth,red,none,clustered,waster
edible,flat,scaly,brown,none,clustered,waster
edible,flat,smooth,buff,none,clustered,waster
poisonous,convex,scaly,yellow,foul,several,woods
edible,flat,fibrous,gray,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,smooth,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,brown,foul,several,leaves
poisonous,flat,fibrous,gray,foul,several,paths
edible,flat,scaly,brown,none,clustered,waster
edible,flat,scaly,red,none,several,woods
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,woods
edible,flat,fibrous,red,none,several,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,bell,scaly,white,none,several,meadows
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,brown,foul,several,woods
poisonous,flat,fibrous,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,soletary,paths
edible,flat,scaly,pink,none,clustered,waster
poisonous,convex,smooth,white,foul,scattered,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,smooth,buff,foul,scattered,urban
poisonous,convex,fibrous,gray,creosote,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,soletary,paths
edible,convex,scaly,green,none,soletary,woods
edible,flat,scaly,white,none,several,woods
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,yellow,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,red,fishy,several,paths
poisonous,convex,scaly,red,fishy,several,leaves
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
edible,flat,smooth,red,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,smooth,gray,foul,scattered,grasses
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,convex,smooth,gray,foul,several,urban
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,smooth,white,creosote,several,woods
poisonous,flat,scaly,gray,foul,soletary,paths
edible,flat,scaly,red,none,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
edible,knobbed,smooth,buff,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,grasses
edible,convex,fibrous,brown,none,several,leaves
edible,convex,scaly,red,none,clustered,waster
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,smooth,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,brown,spicy,several,paths
edible,knobbed,smooth,buff,none,clustered,waster
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,fibrous,gray,foul,several,paths
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,yellow,foul,several,grasses
edible,knobbed,smooth,pink,none,clustered,waster
poisonous,flat,scaly,brown,none,several,woods
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,smooth,buff,foul,several,urban
edible,flat,smooth,buff,none,clustered,waster
poisonous,flat,smooth,white,foul,scattered,urban
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,paths
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,smooth,buff,foul,several,urban
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,flat,smooth,gray,foul,scattered,urban
edible,flat,smooth,buff,none,clustered,waster
edible,convex,smooth,pink,none,clustered,waster
edible,knobbed,smooth,brown,none,clustered,waster
poisonous,flat,scaly,pink,none,several,grasses
poisonous,flat,scaly,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,soletary,woods
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,paths
edible,flat,scaly,purple,none,soletary,woods
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,brown,fishy,several,leaves
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,paths
edible,flat,smooth,buff,none,clustered,waster
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,scaly,yellow,foul,several,woods
edible,convex,smooth,brown,none,clustered,waster
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,brown,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,convex,scaly,brown,none,several,woods
poisonous,bell,smooth,buff,none,several,grasses
poisonous,flat,fibrous,yellow,foul,several,woods
poisonous,flat,scaly,gray,foul,soletary,woods
edible,flat,scaly,purple,none,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,soletary,grasses
poisonous,flat,fibrous,yellow,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,woods
edible,convex,scaly,red,none,clustered,waster
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,grasses
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,scaly,gray,foul,several,paths
edible,knobbed,smooth,buff,none,clustered,waster
poisonous,flat,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,convex,fibrous,yellow,foul,several,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,smooth,white,foul,several,urban
poisonous,convex,smooth,gray,creosote,several,woods
poisonous,flat,scaly,yellow,foul,soletary,woods
edible,flat,scaly,purple,none,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,smooth,gray,foul,scattered,urban
poisonous,flat,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,convex,fibrous,gray,foul,soletary,grasses
poisonous,convex,scaly,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,brown,spicy,several,leaves
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,yellow,foul,several,paths
poisonous,flat,smooth,buff,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,flat,scaly,yellow,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,flat,fibrous,gray,foul,several,woods
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,red,fishy,several,leaves
edible,knobbed,scaly,buff,none,clustered,waster
edible,flat,scaly,buff,none,clustered,waster
poisonous,convex,scaly,gray,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,soletary,grasses
poisonous,flat,scaly,gray,foul,soletary,grasses
poisonous,convex,smooth,buff,foul,scattered,urban
poisonous,flat,scaly,yellow,foul,several,paths
poisonous,convex,smooth,white,foul,scattered,urban
poisonous,convex,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,gray,foul,soletary,paths
poisonous,convex,smooth,white,foul,scattered,urban
poisonous,flat,smooth,buff,foul,scattered,grasses
poisonous,convex,smooth,white,foul,scattered,urban
poisonous,flat,fibrous,yellow,foul,soletary,woods
poisonous,flat,scaly,gray,foul,soletary,paths
poisonous,convex,fibrous,yellow,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,paths
edible,convex,scaly,white,none,soletary,woods
edible,convex,smooth,red,none,clustered,waster
poisonous,convex,scaly,gray,foul,several,grasses
poisonous,flat,fibrous,gray,foul,several,grasses
poisonous,convex,scaly,brown,fishy,several,leaves
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,fibrous,gray,foul,soletary,paths
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,flat,fibrous,yellow,foul,soletary,woods
edible,flat,fibrous,red,none,soletary,woods
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,grasses
poisonous,convex,fibrous,yellow,foul,soletary,paths
poisonous,knobbed,fibrous,yellow,none,several,woods
poisonous,flat,fibrous,yellow,foul,soletary,grasses
edible,knobbed,fibrous,cinnamon,none,several,leaves
poisonous,flat,fibrous,gray,foul,several,paths
poisonous,flat,scaly,yellow,foul,soletary,paths
poisonous,convex,scaly,gray,foul,several,woods
poisonous,convex,scaly,gray,foul,several,paths
poisonous,flat,fibrous,yellow,foul,several,grasses
poisonous,flat,scaly,yellow,foul,several,woods
poisonous,convex,fibrous,yellow,foul,soletary,woods
poisonous,flat,fibrous,yellow,foul,several,paths
poisonous,convex,scaly,yellow,foul,soletary,woods
poisonous,bell,scaly,pink,none,several,grasses
edible,knobbed,scaly,pink,none,clustered,waster
poisonous,convex,scaly,yellow,foul,several,paths
